re,alpha,flap,cl,cd,cm
700099.1015481078,-1.737576973924107,0.6967407756928079,0.0737703300531644,0.0121630530235818,-0.0557190344311921
701074.6933868732,9.220634872048947,1.4668243511076362,1.23892255057382,0.020082365102755,-0.0456375212184094
699227.2491727405,1.2933057298406725,-4.451114556825491,0.0496899498304735,0.0120411595195255,-0.00184629418184752
699341.0239806867,4.870267101077495,1.9980397768629565,0.871654963195077,0.0148641565089924,-0.0632761027515483
699616.3714878224,6.376990861616262,9.952158589042163,1.34511762160437,0.0249839311588886,-0.102242399839687
696663.1453713456,5.460147312315877,7.581803179949249,1.19544929407677,0.0196116299531006,-0.0964507941405715
701378.1784970829,0.23232657406373391,10.319361825452159,0.84614039435674,0.016061474679437,-0.130895449333188
702373.5081106124,5.035061387137127,11.201009897099436,1.28524995429565,0.0242658101614545,-0.114721373527686
702785.1564494078,2.6926755717070403,-0.755141925434982,0.461155087275426,0.0126401684222316,-0.0393631456265517
700026.0728619309,-0.9654012299743409,3.6862914602133294,0.363445793261428,0.0124843398570594,-0.085211668340987
702696.8230555218,-2.695216553551114,-1.1291002554905716,-0.159566590349419,0.0124248509464582,-0.0373306401748319
703180.1360781066,7.438363177379562,9.42733384672625,1.40073537876817,0.026729699989218,-0.0937491511675927
698348.0432466372,0.27999877192309874,9.753992112032797,0.826751539057376,0.0155765864374858,-0.12776049467991
700674.5181534501,-0.9491221698812318,7.0346762134247705,0.578102071457294,0.0133486953769127,-0.115228773652573
697916.6812382259,3.9581561367779443,8.256918202947155,1.09725885924249,0.0181052864118074,-0.106657010839624
701219.4196026063,6.927740119044511,6.948383329346704,1.28558632078136,0.0214829887630812,-0.0859034353334653
701935.514978012,1.841592205566867,9.035288595560981,0.941243853147005,0.0163698192283219,-0.118805562049379
703325.5424152269,8.080883289935993,11.850524313040186,1.50221180730089,0.0339856447957428,-0.0984697698330007
702871.3973351418,-0.5146423828765423,10.01957037279035,0.763607444904103,0.0151293330188682,-0.131699235167727
698759.4872740413,5.707643371888512,8.083078785853807,1.23378290162399,0.0206543030834715,-0.0976413397965691
696572.6849508449,-1.472119717857331,13.3937780853481,0.804869298944317,0.0184820648800897,-0.151313225325615
697169.6284240066,6.744373913835107,-0.03975156295859428,0.933667420492928,0.0156537589453266,-0.0420891938493776
702997.871651388,5.643947768797773,13.882107207852393,1.40190164159395,0.0313050317047635,-0.121101859419148
697770.0963521373,8.583102398480229,0.9644032994068077,1.16302999742373,0.0186415985322701,-0.0452936062665879
703131.7669715015,-0.1233121678832223,5.379773107423169,0.563912019819707,0.0131206077528556,-0.100147924142359
698175.0483405725,8.459217207908715,-2.660598348382583,0.939888439282968,0.0162022242608409,-0.015722833456525
698208.305704743,5.972648626638421,0.1474563281230079,0.867921099889871,0.0149889732659841,-0.0450398708422239
699693.1774305741,-2.8411428100922596,5.7198984490723745,0.294594747965281,0.0125725876068957,-0.105754979708673
701843.6766659439,-4.351504161761243,8.607789322811643,0.316430362679206,0.0129734141303522,-0.132780692376077
697005.692088129,0.40640515160772583,11.134073383121926,0.893615567572225,0.0171882858155768,-0.134262741072853
699253.3954249468,5.1433625447720885,-1.91726654329086,0.646583903053342,0.0135593000442907,-0.0263527255930417
703276.596928975,4.719955765221792,6.547482747232143,1.09314240954935,0.0174131746818872,-0.0947522797168158
701611.1082741445,4.353150987072823,11.530616999727982,1.2431108945759,0.0235032933193911,-0.119559855824983
698682.4629519274,2.0071667925884746,7.754228732408993,0.90249096896119,0.015479174396338,-0.11169953653964
697719.8656694969,7.7555095940857335,4.751285916203003,1.26361901419864,0.0204996521528022,-0.0705484315345116
700601.7892537527,3.7968894911362057,-1.6253051577747568,0.521658862274807,0.0129061559663675,-0.0300766210965318
702178.6961151315,-1.176407481303304,2.6361236431835566,0.269503258504909,0.0122925680086031,-0.0750650726991353
702615.4800497701,0.7353288340377002,-2.192885371597964,0.145955608547571,0.0120514675495739,-0.0253462505789838
699753.4977682643,-4.570225262201134,-4.848954497329522,-0.617751345363341,0.0144477818432869,-0.00154564248025643
697220.0077495523,8.899690360924911,3.497792626464184,1.29636189694939,0.0214436081575768,-0.0575783640632493
